Order ID,Payment Method,Card Issuer
243783828,cashless,CAIXA ECONOMICA MONTEPIO GERAL
243793828,cashless,CAIXA GERAL DE DEPOSITOS SA
243803828,cashless,N26 GMBH
243813828,cashless,BANCO COMERCIAL PORTUGUES S.A.
243823828,cashless,
243833828,cashless,REVOLUT LTD
243843828,cashless,BANKINTER S.A.
243853828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
243863828,cashless,BANCO COMERCIAL PORTUGUES S.A.
243873828,cashless,MONTEPIO GERAL - CAIXA ECONOMI
243883828,cashless,BANCO COMERCIAL PORTUGUES S.A.
243893828,cashless,REVOLUT LIMITED
243903828,cashless,CHINA MERCHANTS BANK
243913828,cashless,CAIXA ECONOMICA MONTEPIO GERAL
41751328,cashless,"METABANK, NATIONAL ASSOCIATION"
243923828,cashless,MONTEPIO GERAL - CAIXA ECONOMI
243933828,cashless,NOVO BANCO S.A.
243943828,cashless,BANCO COMERCIAL PORTUGUES S.A.
243953828,cashless,BANCO CTT S.A.
41761328,cashless,
243963828,cashless,BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA)
243973828,cashless,BANCO SANTANDER TOTTA S.A.
243983828,cashless,ING BANK SLASKI SA
243993828,cashless,BNP PARIBAS
244003828,cashless,NOVO BANCO S.A.
41771328,cashless,
244013828,cashless,CAIXA GERAL DE DEPOSITOS SA
244023828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244033828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
244043828,cashless,
244053828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244063828,cashless,BANCO CTT S.A.
244073828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244083828,cashless,CAIXA ECONOMICA MONTEPIO GERAL
244093828,cashless,NOVO BANCO S.A.
244103828,cashless,N26 GMBH
244113828,cashless,REVOLUT PAYMENTS UAB
244123828,cashless,NOVO BANCO S.A.
41781328,cashless,
244133828,cashless,REVOLUT LTD
41791328,cashless,
244143828,cashless,NOVO BANCO S.A.
244153828,cashless,NOVO BANCO S.A.
244163828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244173828,cashless,STARLING BANK LIMITED
244183828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
244193828,cashless,
244203828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244213828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244223828,cashless,CAIXA GERAL DE DEPOSITOS SA
244233828,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
244243828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244253828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
244263828,cashless,BANCO CTT S.A.
244273828,cashless,NOVO BANCO S.A.
41801328,cashless,ROYAL BANK OF CANADA
244283828,cashless,REVOLUT PAYMENTS UAB
244293828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244303828,cashless,BANCO COOPERATIVO DO BRASIL S/
244313828,cashless,CAIXABANK S.A.
244323828,cashless,CAIXA GERAL DE DEPOSITOS SA
244333828,cashless,BANCO COMERCIAL PORTUGUES S.A.
41811328,cash,
244343828,cashless,BNP PARIBAS
41821328,cashless,
244353828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244363828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
244373828,cashless,NOVO BANCO S.A.
244383828,cashless,BANCO SANTANDER TOTTA S.A.
244393828,cashless,MONTEPIO GERAL - CAIXA ECONOMI
244403828,cashless,REVOLUT PAYMENTS UAB
244413828,cashless,DEUTSCHER SPARKASSEN UND GIROV
244423828,cashless,WIZINK BANK S.A
244433828,cashless,CAIXA GERAL DE DEPOSITOS SA
244443828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
244453828,cashless,REVOLUT PAYMENTS UAB
244463828,cashless,CAIXA GERAL DE DEPOSITOS SA
244473828,cashless,CAIXA CENTRAL DE CREDITO AGRIC
244483828,cashless,NOVO BANCO S.A.
244493828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244503828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
244513828,cashless,BANCO SANTANDER S.A.
244523828,cashless,CAIXA ECONOMICA MONTEPIO GERAL
41831328,cash,
244533828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
244543828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244553828,cashless,REVOLUT LTD
244563828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
41841328,cashless,
244573828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244583828,cashless,STANDARD BANK SARL
41851328,cash,
41861328,cash,
244593828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
244603828,cashless,BANCO SANTANDER TOTTA S.A.
244613828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244623828,cashless,NOVO BANCO S.A.
244633828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244643828,cashless,BANCO COMERCIAL PORTUGUES S.A.
41871328,cash,
244653828,cashless,DEUTSCHER SPARKASSEN UND GIROV
244663828,cashless,BOKIS
41881328,cashless,
244673828,cashless,CAIXA GERAL DE DEPOSITOS SA
244683828,cashless,N26 GMBH
244693828,cashless,NOVO BANCO S.A.
244703828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244713828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
244723828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244733828,cashless,BANCO CTT S.A.
244743828,cashless,
244753828,cashless,BANCO BIC PORTUGUES S.A.
244763828,cashless,BOURSORAMA BANQUE
244773828,cashless,
244783828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
244793828,cashless,ULSTER BANK IRELAND DESIGNATED ACTIVITY COMPANY
244803828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
244813828,cashless,CAIXA GERAL DE DEPOSITOS SA
244823828,cashless,NOVO BANCO S.A.
244833828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
41891328,cash,
244843828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244853828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244863828,cashless,NOVO BANCO S.A.
244873828,cashless,BANCO SANTANDER TOTTA S.A.
244883828,cashless,NOVO BANCO S.A.
244893828,cashless,WIZINK BANK S.A
244903828,cashless,BANCO COMERCIAL PORTUGUES S.A.
244913828,cashless,N26 GMBH
244923828,cashless,CAIXA GERAL DE DEPOSITOS SA
244933828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
244943828,cashless,CAIXABANK S.A.
41901328,cashless,
244953828,cashless,EVO BANCO S.A.
244963828,cashless,BANCO SANTANDER TOTTA S.A.
244973828,cashless,BANCO SANTANDER TOTTA S.A.
244983828,cashless,BANCO SANTANDER TOTTA S.A.
244993828,cashless,CAIXA GERAL DE DEPOSITOS SA
41911328,cash,
245003828,cashless,NOVO BANCO S.A.
245013828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245023828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245033828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245043828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245053828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245063828,cashless,SKANDINAVISKA ENSKILDA BANKEN
245073828,cashless,BANCO SANTANDER TOTTA S.A.
245083828,cashless,BANCO SANTANDER TOTTA S.A.
245093828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245103828,cashless,BANCO CTT S.A.
245113828,cashless,BANCO SANTANDER TOTTA S.A.
245123828,cashless,MONTEPIO GERAL - CAIXA ECONOMI
245133828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245143828,cashless,BANCO SANTANDER TOTTA S.A.
245153828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245163828,cashless,BANCO COMERCIAL PORTUGUES S.A.
41921328,cash,
245173828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245183828,cashless,BANCO BEST
245193828,cashless,NOVO BANCO S.A.
245203828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245213828,cashless,CAIXA CENTRAL DE CREDITO AGRIC
245223828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245233828,cashless,REVOLUT LTD
245243828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245253828,cashless,NOVO BANCO S.A.
245263828,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
245273828,cashless,REVOLUT LTD
245283828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245293828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245303828,cashless,NOVO BANCO S.A.
245313828,cashless,ITAU UNIBANCO S.A.
245323828,cashless,REVOLUT PAYMENTS UAB
245333828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245343828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245353828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245363828,cashless,BANCO COMERCIAL PORTUGUES S.A.
41931328,cash,
245373828,cashless,NOVO BANCO S.A.
245383828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245393828,cashless,REVOLUT LTD
245403828,cashless,BANCO CTT S.A.
245413828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245423828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245433828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245443828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245453828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245463828,cashless,CREDIT AGRICOLE S.A.
245473828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245483828,cashless,BANCA PUEYO
245493828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245503828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245513828,cashless,REVOLUT PAYMENTS UAB
245523828,cashless,NOVO BANCO S.A.
245533828,cashless,REVOLUT PAYMENTS UAB
245543828,cashless,N26 GMBH
245553828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245563828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245573828,cashless,BANCO SANTANDER TOTTA S.A.
245583828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245593828,cashless,BNP PARIBAS
245603828,cashless,OP COOPERATIVE
41941328,cash,
245613828,cashless,"SFS -FINANCIAL SERVICES, IME,"
245623828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245633828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245643828,cashless,"SFS -FINANCIAL SERVICES, IME,"
245653828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245663828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245673828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245683828,cashless,NATIONAL BANK OF RAS AL-KHAIMA
41951328,cash,
245693828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245703828,cashless,BANCO CTT S.A.
245713828,cashless,BNP PARIBAS
245723828,cashless,BARCLAYS BANK UK PLC
245733828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245743828,cashless,NOVO BANCO S.A.
41961328,cash,
245753828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245763828,cashless,CAIXA GERAL DE DEPOSITOS SA
245773828,cashless,CAIXABANK S.A.
245783828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245793828,cashless,NOVO BANCO S.A.
245803828,cashless,NOVO BANCO S.A.
245813828,cashless,NOVO BANCO S.A.
245823828,cashless,BANCO COMERCIAL PORTUGUES S.A.
41971328,cash,
245833828,cashless,BANCO COMERCIAL PORTUGUES S.A.
41981328,cashless,"BANK OF AMERICA, NATIONAL ASSO"
245843828,cashless,BANK OF CHINA LIMITED
41991328,cash,
245853828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
245863828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245873828,cashless,NOVO BANCO S.A.
245883828,cashless,
245893828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245903828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
245913828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245923828,cashless,BANCO COMERCIAL PORTUGUES S.A.
245933828,cashless,DEUTSCHE BANK AG
245943828,cashless,"SFS -FINANCIAL SERVICES, IME,"
245953828,cashless,STARLING BANK LIMITED
245963828,cashless,CAIXA GERAL DE DEPOSITOS SA
245973828,cashless,BANCO SANTANDER TOTTA S.A.
245983828,cashless,REVOLUT LTD
245993828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246003828,cashless,CAIXA GERAL DE DEPOSITOS SA
246013828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246023828,cashless,LANDESBANK BERLIN AG
42001328,cash,
246033828,cashless,CAIXA ECONOMICA MONTEPIO GERAL
246043828,cashless,REVOLUT LTD
246053828,cashless,WIZINK BANK S.A
246063828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246073828,cashless,CAIXABANK S.A.
246083828,cashless,REVOLUT PAYMENTS UAB
246093828,cashless,WIZINK BANK S.A
42011328,cash,
246103828,cashless,BANCO BIC PORTUGUES S.A.
246113828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246123828,cashless,BARCLAYS BANK DELAWARE
246133828,cashless,BANCO SANTANDER TOTTA S.A.
246143828,cashless,REVOLUT LTD
42021328,cashless,HSBC UK BANK PLC
246153828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246163828,cashless,BANCO CTT S.A.
246173828,cashless,CAIXABANK S.A.
246183828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246193828,cashless,CAIXA ECONOMICA MONTEPIO GERAL
246203828,cashless,N26 GMBH
246213828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246223828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
246233828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246243828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246253828,cashless,N26 GMBH
42031328,cashless,
246263828,cashless,NOVO BANCO S.A.
246273828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246283828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246293828,cashless,LA BANQUE POSTALE
246303828,cashless,BANQUE FEDERATIVE DU CREDIT MU
246313828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246323828,cashless,PPRO FINANCIAL LTD.
246333828,cashless,N26 GMBH
42041328,cashless,
246343828,cashless,MONTEPIO GERAL - CAIXA ECONOMI
246353828,cashless,ISTITUTO CENTRALE DELLE BANCHE
246363828,cashless,BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA)
246373828,cashless,BANCO BIC PORTUGUES S.A.
246383828,cashless,"SFS -FINANCIAL SERVICES, IME,"
246393828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246403828,cashless,BANCO SANTANDER TOTTA S.A.
246413828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246423828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246433828,cashless,TRANSFERWISE LTD
246443828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246453828,cashless,BANCO CTT S.A.
246463828,cashless,BANCO BIC PORTUGUES S.A.
246473828,cashless,BANCO CTT S.A.
246483828,cashless,CAIXA GERAL DE DEPOSITOS SA
246493828,cashless,NOVO BANCO S.A.
246503828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246513828,cashless,BANCO BIC PORTUGUES S.A.
246523828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
246533828,cashless,BANCO COMERCIAL PORTUGUES S.A.
42051328,cashless,
246543828,cashless,NOVO BANCO S.A.
246553828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246563828,cashless,CAIXA GERAL DE DEPOSITOS SA
246573828,cashless,CAIXA CENTRAL DE CREDITO AGRIC
246583828,cashless,FINECOBANK S.P.A.
246593828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
42061328,cash,
246603828,cashless,
246613828,cashless,REVOLUT PAYMENTS UAB
246623828,cashless,N26 GMBH
246633828,cashless,CAIXA CENTRAL DE CREDITO AGRIC
246643828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246653828,cashless,"SFS -FINANCIAL SERVICES, IME,"
42071328,cashless,JPMORGAN CHASE BANK N.A.
246663828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
246673828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246683828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246693828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
246703828,cashless,BANCO SANTANDER TOTTA S.A.
246713828,cashless,CAIXA CENTRAL DE CREDITO AGRIC
246723828,cashless,MONTEPIO GERAL - CAIXA ECONOMI
246733828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
246743828,cashless,BANCO BIC PORTUGUES S.A.
246753828,cashless,BANCO COMERCIAL PORTUGUES S.A.
42081328,cashless,
246763828,cashless,DEUTSCHE KREDITBANK AG
246773828,cashless,BANCO CTT S.A.
246783828,cashless,CAIXA GERAL DE DEPOSITOS SA
246793828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246803828,cashless,UNICREDIT SPA
246813828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
42091328,cash,
246823828,cashless,NOVO BANCO S.A.
246833828,cashless,BANCO COMERCIAL PORTUGUES S.A.
246843828,cashless,CAIXA GERAL DE DEPOSITOS SA
42101328,cash,
246853828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246863828,cashless,BANCO BEST
246873828,cashless,REVOLUT PAYMENTS UAB
246883828,cashless,REVOLUT PAYMENTS UAB
246893828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
246903828,cashless,CAIXA GERAL DE DEPOSITOS SA
246913828,cashless,REVOLUT PAYMENTS UAB
246923828,cashless,NOVO BANCO S.A.
42111328,cashless,
246933828,cashless,NOVO BANCO S.A.
246943828,cashless,BANCO SANTANDER TOTTA S.A.
246953828,cashless,"SFS -FINANCIAL SERVICES, IME,"
42121328,cashless,
246963828,cashless,BANKINTER S.A.
246973828,cashless,NOVO BANCO S.A.
42131328,cashless,ROYAL BANK OF CANADA
246983828,cashless,NOVO BANCO S.A.
246993828,cashless,CAIXA GERAL DE DEPOSITOS SA
247003828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247013828,cashless,BANCO SANTANDER TOTTA S.A.
247023828,cashless,BANCO CTT S.A.
247033828,cashless,MONTEPIO GERAL - CAIXA ECONOMI
247043828,cashless,ISRAEL CREDIT CARDS LIMITED
247053828,cashless,MONTEPIO GERAL - CAIXA ECONOMI
247063828,cashless,REVOLUT PAYMENTS UAB
247073828,cashless,
247083828,cashless,NOVO BANCO S.A.
247093828,cashless,REVOLUT PAYMENTS UAB
42141328,cashless,
247103828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247113828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247123828,cashless,NOVO BANCO S.A.
247133828,cashless,BANCO SANTANDER TOTTA S.A.
247143828,cashless,PERMANENT TSB PLC
42151328,cashless,
247153828,cashless,DEUTSCHE KREDITBANK AG
247163828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247173828,cashless,NOVO BANCO S.A.
247183828,cashless,BANCO COMERCIAL PORTUGUES S.A.
42161328,cashless,
247193828,cashless,N26 GMBH
247203828,cashless,NOVO BANCO S.A.
247213828,cashless,NOVO BANCO S.A.
42171328,cash,
247223828,cashless,CAIXABANK S.A.
247233828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247243828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
247253828,cashless,NOVO BANCO S.A.
42181328,cashless,
247263828,cashless,BANCO CTT S.A.
247273828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
42191328,cash,
247283828,cashless,CAIXA CENTRAL DE CREDITO AGRIC
247293828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
42201328,cashless,"METABANK, NATIONAL ASSOCIATION"
247303828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247313828,cashless,CREDIT LYONNAIS
247323828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247333828,cashless,REVOLUT PAYMENTS UAB
247343828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247353828,cashless,BANCO CTT S.A.
42211328,cashless,BANK OF SCOTLAND PLC
42221328,cashless,
42231328,cashless,ROYAL BANK OF CANADA
247363828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247373828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247383828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247393828,cashless,BANCO SANTANDER TOTTA S.A.
247403828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
247413828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
247423828,cashless,BANCO COMERCIAL PORTUGUES S.A.
42241328,cashless,CITIBANK N.A.
247433828,cashless,CAIXA GERAL DE DEPOSITOS SA
42251328,cashless,
247443828,cashless,BANCO CTT S.A.
247453828,cashless,BANKIA S.A.
42261328,cashless,
247463828,cashless,REVOLUT LIMITED
247473828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247483828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247493828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
42271328,cashless,
247503828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247513828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247523828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247533828,cashless,CAIXA GERAL DE DEPOSITOS SA
247543828,cashless,NOVO BANCO DOS ACORES
247553828,cashless,NOVO BANCO S.A.
247563828,cashless,BUNQ B.V.
247573828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247583828,cashless,"SFS -FINANCIAL SERVICES, IME,"
42281328,cashless,
247593828,cashless,BANCO COMERCIAL PORTUGUES S.A.
247603828,cashless,S-PANKKI OY (S-BANK LIMITED)
247613828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247623828,cashless,CAIXA GERAL DE DEPOSITOS SA
247633828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
42291328,cash,
247643828,cashless,REVOLUT LTD
247653828,cashless,REVOLUT LTD
247663828,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
247673828,cashless,CAIXA ECONOMICA MONTEPIO GERAL
42301328,cashless,
247683828,cashless,BANCO SANTANDER TOTTA S.A.
247693828,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247703829,cashless,BANCO BEST
247713829,cashless,REVOLUT PAYMENTS UAB
247723829,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
247733829,cashless,BANCO COMERCIAL PORTUGUES S.A.
247743829,cashless,NOVO BANCO S.A.
247753829,cashless,BANCO COMERCIAL PORTUGUES S.A.
247763829,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
247773829,cashless,BANCO COMERCIAL PORTUGUES S.A.
247783829,cashless,
42311329,cash,
247793829,cashless,NOVO BANCO S.A.
247803829,cashless,BANCO COMERCIAL PORTUGUES S.A.
247813829,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
247823829,cashless,BANCO COMERCIAL PORTUGUES S.A.
247833829,cashless,"SFS -FINANCIAL SERVICES, IME,"
247843829,cashless,ING-DIBA AG
247853829,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247863829,cashless,BANCO COMERCIAL PORTUGUES S.A.
247873829,cashless,"SFS -FINANCIAL SERVICES, IME,"
247883829,cashless,CREDIT AGRICOLE S.A.
42321329,cashless,
247893829,cashless,UNICRE - INSTITUICAO FINANCEIRA DE CREDITO S.A.
247903829,cashless,BANCO COMERCIAL PORTUGUES S.A.
247913829,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247923829,cashless,CREDIT DU NORD
247933829,cashless,BANCO CTT S.A.
247943829,cashless,CAIXABANK S.A.
247953829,cashless,CAIXA GERAL DE DEPOSITOS S.A.
247963829,cashless,CAIXA GERAL DE DEPOSITOS SA
247973829,cashless,REVOLUT LTD
247983829,cashless,BANCO SANTANDER TOTTA S.A.
247993829,cashless,BANCO SANTANDER TOTTA S.A.
248003829,cashless,CURVE OS LIMITED
42331329,cashless,MONZO BANK LIMITED
248013829,cashless,BANCO SANTANDER TOTTA S.A.
248023829,cashless,"LIFECARD CO.,LTD."
248033829,cashless,NU PAGAMENTOS SA
248043829,cashless,CAIXA GERAL DE DEPOSITOS SA
248053829,cashless,BANCO CTT S.A.
248063829,cashless,BANCO BNP PARIBAS PERSONAL FIN
248073829,cashless,BANCO COMERCIAL PORTUGUES S.A.
248083829,cashless,NOVO BANCO S.A.
248093829,cashless,N26 GMBH
248103829,cashless,NOVO BANCO S.A.
248113829,cashless,NOVO BANCO S.A.
248123829,cashless,POSTEPAY S.P.A.
248133829,cashless,NOVO BANCO S.A.
248143829,cashless,
248153829,cashless,SWEDBANK AS
248163829,cashless,BANCO COMERCIAL PORTUGUES S.A.
248173829,cashless,CAIXA GERAL DE DEPOSITOS S.A.
248183829,cashless,REVOLUT PAYMENTS UAB
248193829,cashless,EVO BANCO S.A.
248203829,cashless,BNP PARIBAS
248213829,cashless,WIZINK BANK S.A
248223829,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
248233829,cashless,BANCO COMERCIAL PORTUGUES S.A.
248243829,cashless,BANCO COMERCIAL PORTUGUES S.A.
42341329,cashless,MONZO BANK LIMITED
248253829,cashless,CAIXA GERAL DE DEPOSITOS S.A.
42351329,cashless,
248263829,cashless,CAIXA CENTRAL DE CREDITO AGRIC
248273829,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
248283829,cashless,NOVO BANCO S.A.
248293829,cashless,BANCO COMERCIAL PORTUGUES S.A.
248303829,cashless,BANCO COMERCIAL PORTUGUES S.A.
248313829,cashless,CAIXA ECONOMICA MONTEPIO GERAL
42361329,cash,
248323829,cashless,NOVO BANCO S.A.
248333829,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
248343829,cashless,BANCO BRADESCO S.A.
248353829,cashless,BANCO COMERCIAL PORTUGUES S.A.
248363829,cashless,BANKINTER S.A.
248373829,cashless,BANCO SANTANDER TOTTA S.A.
248383829,cashless,BANCO CTT S.A.
248393829,cashless,MONTEPIO GERAL - CAIXA ECONOMI
248403829,cashless,NOVO BANCO S.A.
248413829,cashless,CAIXA GERAL DE DEPOSITOS S.A.
42371329,cash,
248423829,cashless,CAIXA GERAL DE DEPOSITOS SA
248433829,cashless,REVOLUT LTD
248443829,cashless,"SFS -FINANCIAL SERVICES, IME,"
42381329,cashless,
42391329,cash,
248453829,cashless,REVOLUT PAYMENTS UAB
248463829,cashless,N26 GMBH
248473829,cashless,REVOLUT LTD
248483829,cashless,BANCO SANTANDER TOTTA S.A.
248493829,cashless,REVOLUT PAYMENTS UAB
248503829,cashless,CAIXA GERAL DE DEPOSITOS S.A.
248513829,cashless,REVOLUT LTD
248523829,cashless,NOVO BANCO S.A.
248533829,cashless,BANCO COMERCIAL PORTUGUES S.A.
42401329,cash,
248543829,cashless,CAIXA GERAL DE DEPOSITOS S.A.
