Order ID,Payment Method,Card Issuer
382663844,cashless,BANCO CTT S.A.
382673844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
382683844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
382693844,cashless,REVOLUT LTD
63801344,cashless,
382703844,cashless,"SFS -FINANCIAL SERVICES, IME,"
382713844,cashless,BANK OF CHINA LIMITED
382723844,cashless,NOVO BANCO DOS ACORES
382733844,cashless,BANCO COMERCIAL PORTUGUES S.A.
382743844,cashless,BANCO COMERCIAL PORTUGUES S.A.
382753844,cashless,CREDIT AGRICOLE S.A.
382763844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
382773844,cashless,
382783844,cashless,BANCO COMERCIAL PORTUGUES S.A.
63811344,cashless,BANK OF AMERICA NATIONAL ASSOCIATION
382793844,cashless,BANCO COMERCIAL PORTUGUES S.A.
382803844,cashless,UNICREDIT BANK HUNGARY ZRT.
382813844,cashless,LA BANQUE POSTALE
382823844,cashless,BANCO SANTANDER TOTTA S.A.
382833844,cashless,CAIXA CENTRAL DE CREDITO AGRIC
382843844,cashless,BANCO COMERCIAL PORTUGUES S.A.
382853844,cashless,BANCO COMERCIAL PORTUGUES S.A.
382863844,cashless,BANCO COMERCIAL PORTUGUES S.A.
382873844,cashless,REVOLUT PAYMENTS UAB
63821344,cash,
382883844,cashless,BANCO SANTANDER TOTTA S.A.
382893844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
382903844,cashless,BANCO COMERCIAL PORTUGUES S.A.
382913844,cashless,BANCO SANTANDER TOTTA S.A.
382923844,cashless,ING BANK N.V.
382933844,cashless,"SFS -FINANCIAL SERVICES, IME,"
382943844,cashless,BANCO SANTANDER S.A.
382953844,cashless,REVOLUT LTD
382963844,cashless,
382973844,cashless,REVOLUT PAYMENTS UAB
382983844,cashless,BANCO COMERCIAL PORTUGUES S.A.
382993844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383003844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383013844,cashless,LA BANQUE POSTALE
383023844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383033844,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
383043844,cashless,MONTEPIO GERAL - CAIXA ECONOMI
383053844,cashless,BANCO SANTANDER TOTTA S.A.
383063844,cashless,NOVO BANCO S.A.
383073844,cashless,REVOLUT PAYMENTS UAB
383083844,cashless,BANCO SANTANDER TOTTA S.A.
383093844,cashless,NORDEA BANK ABP
383103844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383113844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383123844,cashless,REVOLUT PAYMENTS UAB
383133844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383143844,cashless,"SFS -FINANCIAL SERVICES, IME,"
383153844,cashless,CAIXABANK S.A.
383163844,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
383173844,cashless,BPCE
63831344,cash,
383183844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383193844,cashless,BANCO COMERCIAL PORTUGUES S.A.
63841344,cash,
383203844,cashless,CAIXA GERAL DE DEPOSITOS SA
383213844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383223844,cashless,REVOLUT LTD
383233844,cashless,BANCO SANTANDER TOTTA S.A.
383243844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383253844,cashless,POSTEPAY S.P.A
383263844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383273844,cashless,NOVO BANCO S.A.
383283844,cashless,THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND
383293844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383303844,cashless,CAIXABANK S.A.
383313844,cashless,BANCO CTT S.A.
383323844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383333844,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
383343844,cashless,REVOLUT LTD
383353844,cashless,
383363844,cashless,CAIXA GERAL DE DEPOSITOS SA
383373844,cashless,CAIXA GERAL DE DEPOSITOS SA
383383844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
383393844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
383403844,cashless,CAIXA GERAL DE DEPOSITOS SA
383413844,cashless,CAIXA GERAL DE DEPOSITOS SA
383423844,cashless,MONTEPIO GERAL - CAIXA ECONOMI
383433844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383443844,cashless,WIZINK BANK S.A
383453844,cashless,REVOLUT LTD
383463844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383473844,cashless,CAIXABANK S.A.
383483844,cashless,NOVO BANCO S.A.
383493844,cashless,BANCO CTT S.A.
383503844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383513844,cashless,BANCO SANTANDER TOTTA S.A.
383523844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383533844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
383543844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383553844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383563844,cashless,JPMORGAN CHASE BANK N.A.
383573844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383583844,cashless,NOVO BANCO S.A.
383593844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383603844,cashless,UNICRE - INSTITUICAO FINANCEIRA DE CREDITO S.A.
383613844,cashless,REVOLUT PAYMENTS UAB
383623844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
383633844,cashless,CAIXA GERAL DE DEPOSITOS SA
383643844,cashless,ING BANK N.V.
383653844,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
383663844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383673844,cashless,BANCO SANTANDER TOTTA S.A.
383683844,cashless,CAIXA GERAL DE DEPOSITOS SA
383693844,cashless,UNICRE-INSTITUICAO FINANCEIRA
383703844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383713844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
383723844,cashless,MONTEPIO GERAL - CAIXA ECONOMI
383733844,cashless,ITAU UNIBANCO S.A.
383743844,cashless,N26 GMBH
63851344,cash,
383753844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
63861344,cashless,
383763844,cashless,BANCO CTT S.A.
383773844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383783844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383793844,cashless,WIZINK BANK S.A
383803844,cashless,CAIXABANK S.A.
383813844,cashless,CREDIT AGRICOLE S.A.
63871344,cash,
383823844,cashless,CAIXA CENTRAL DE CREDITO AGRIC
383833844,cashless,BANCO COMERCIAL PORTUGUES S.A.
63881344,cash,
383843844,cashless,REVOLUT LTD
383853844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
383863844,cashless,N26 GMBH
383873844,cashless,NOVO BANCO S.A.
63891344,cashless,
383883844,cashless,CAIXA CENTRAL DE CREDITO AGRIC
383893844,cashless,CAIXA GERAL DE DEPOSITOS SA
383903844,cashless,REVOLUT LTD
383913844,cashless,NOVO BANCO S.A.
383923844,cashless,CAIXABANK S.A.
383933844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383943844,cashless,BANCO COMERCIAL PORTUGUES S.A.
383953844,cashless,MONZO BANK LIMITED
383963844,cashless,MONTEPIO GERAL - CAIXA ECONOMI
383973844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
383983844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
383993844,cashless,CAIXABANK S.A.
384003844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384013844,cashless,ING-DIBA AG
384023844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
384033844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
384043844,cashless,WIZINK BANK S.A
384053844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
384063844,cashless,REVOLUT PAYMENTS UAB
384073844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
384083844,cashless,REVOLUT PAYMENTS UAB
384093844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
384103844,cashless,WIZINK BANK S.A
384113844,cashless,MONTEPIO GERAL - CAIXA ECONOMI
384123844,cashless,BANCA COMERCIALA ROMANA S.A.
384133844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
384143844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384153844,cashless,CAIXA GERAL DE DEPOSITOS SA
384163844,cashless,CAIXA GERAL DE DEPOSITOS SA
384173844,cashless,DEUTSCHER SPARKASSEN UND GIROV
384183844,cashless,NOVO BANCO S.A.
384193844,cashless,CAIXABANK S.A.
384203844,cashless,BANCO SANTANDER TOTTA S.A.
63901344,cash,
384213844,cashless,NOVO BANCO S.A.
384223844,cashless,NOVO BANCO S.A.
384233844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384243844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384253844,cashless,CAIXABANK S.A.
63911344,cash,
384263844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
384273844,cashless,N26 GMBH
384283844,cashless,CAIXA GERAL DE DEPOSITOS SA
384293844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384303844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
63921344,cashless,
384313844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384323844,cashless,BNP PARIBAS
384333844,cashless,CAIXABANK S.A.
63931344,cashless,
384343844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
384353844,cashless,CAIXA GERAL DE DEPOSITOS SA
384363844,cashless,NATIONWIDE BUILDING SOCIETY
384373844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
63941344,cashless,
384383844,cashless,BANCO SANTANDER (BRASIL) S.A.
384393844,cashless,REVOLUT LTD
384403844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384413844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384423844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
384433844,cashless,BANCO COMERCIAL PORTUGUES S.A.
63951344,cash,
384443844,cashless,BANCO SANTANDER TOTTA S.A.
384453844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384463844,cashless,SLOVENSKA SPORITELNA A.S.
384473844,cashless,CAIXABANK S.A.
384483844,cashless,NOVO BANCO S.A.
384493844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384503844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384513844,cashless,"SFS -FINANCIAL SERVICES, IME,"
384523844,cashless,REVOLUT PAYMENTS UAB
384533844,cashless,INTESA SANPAOLO SPA
384543844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384553844,cashless,
384563844,cashless,"SFS -FINANCIAL SERVICES, IME,"
63961344,cashless,
384573844,cashless,SOCIETE GENERALE S.A.
384583844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384593844,cashless,REVOLUT LTD
384603844,cashless,BANCO CTT S.A.
384613844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384623844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
384633844,cashless,BANCO BEST
384643844,cashless,NOVO BANCO S.A.
384653844,cashless,BANCO BIC PORTUGUES S.A.
63971344,cashless,
63981344,cash,
384663844,cashless,BANKINTER S.A.
384673844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384683844,cashless,UNICREDIT S.P.A.
384693844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
384703844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384713844,cashless,NOVO BANCO S.A.
384723844,cashless,BANCO BNP PARIBAS PERSONAL FIN
384733844,cashless,BANCO CTT S.A.
384743844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
384753844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384763844,cashless,WIZINK BANK S.A
384773844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384783844,cashless,BANCO SANTANDER TOTTA S.A.
384793844,cashless,MONTEPIO GERAL - CAIXA ECONOMI
384803844,cashless,BARCLAYS BANK UK PLC
384813844,cashless,TRANSFERWISE LTD
384823844,cashless,BANCO SANTANDER TOTTA S.A.
384833844,cashless,NOVO BANCO S.A.
63991344,cashless,
384843844,cashless,BANCO COMERCIAL PORTUGUES S.A.
64001344,cashless,
384853844,cashless,CAIXA GERAL DE DEPOSITOS SA
384863844,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
384873844,cashless,BUNQ B.V.
384883844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384893844,cashless,NOVO BANCO S.A.
384903844,cashless,NOVO BANCO S.A.
384913844,cashless,N26 GMBH
384923844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
384933844,cashless,CAIXA GERAL DE DEPOSITOS SA
384943844,cashless,WIZINK BANK S.A
384953844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
384963844,cashless,BANCO SANTANDER TOTTA S.A.
384973844,cashless,BANCO COMERCIAL PORTUGUES S.A.
384983844,cashless,SWEDBANK AB
384993844,cashless,CAIXA GERAL DE DEPOSITOS SA
385003844,cashless,NOVO BANCO S.A.
385013844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385023844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385033844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385043844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
385053844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385063844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385073844,cashless,REVOLUT LTD
385083844,cashless,REVOLUT LTD
385093844,cashless,BANCO SANTANDER TOTTA S.A.
385103844,cashless,CAIXABANK S.A.
385113844,cashless,CAIXA GERAL DE DEPOSITOS SA
385123844,cashless,BANCO CTT S.A.
385133844,cashless,REVOLUT LTD
385143844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385153844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385163844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
385173844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385183844,cashless,CAIXABANK S.A.
385193844,cashless,ITAU UNIBANCO S.A.
385203844,cashless,BANCO SANTANDER TOTTA S.A.
385213844,cashless,CAIXA GERAL DE DEPOSITOS SA
385223844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385233844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
64011344,cashless,CAL BANK LIMITED
385243844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385253844,cashless,BANCO CTT S.A.
385263844,cashless,CAIXA GERAL DE DEPOSITOS SA
385273844,cashless,BARCLAYS BANK DELAWARE
385283844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385293844,cashless,REVOLUT LTD
385303844,cashless,BANCO SANTANDER TOTTA S.A.
385313844,cashless,CAIXA GERAL DE DEPOSITOS SA
385323844,cashless,SLOVENSKA SPORITELNA A.S.
385333844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385343844,cashless,NU PAGAMENTOS SA
385353844,cashless,REVOLUT LTD
385363844,cashless,NOVO BANCO S.A.
385373844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385383844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
385393844,cashless,BANCO CTT S.A.
385403844,cashless,BANCO SANTANDER TOTTA S.A.
385413844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385423844,cashless,BANCO CTT S.A.
385433844,cashless,WIZINK BANK S.A
385443844,cashless,BANCO BPM SOCIETA PER AZIONI
64021344,cash,
385453844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385463844,cashless,UNICRE - INSTITUICAO FINANCEIRA DE CREDITO S.A.
385473844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
385483844,cashless,BANCO SANTANDER TOTTA S.A.
385493844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385503844,cashless,"SFS -FINANCIAL SERVICES, IME,"
385513844,cashless,CAIXA GERAL DE DEPOSITOS SA
385523844,cashless,N26 GMBH
385533844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385543844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385553844,cashless,CAIXA CENTRAL DE CREDITO AGRIC
385563844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385573844,cashless,NOVO BANCO S.A.
385583844,cashless,THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND
385593844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
385603844,cashless,NOVO BANCO S.A.
385613844,cashless,BANCO SANTANDER TOTTA S.A.
64031344,cashless,
385623844,cashless,BANKIA S.A.
385633844,cashless,BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA)
385643844,cashless,CAIXA ECONOMICA MONTEPIO GERAL
385653844,cashless,CAIXA GERAL DE DEPOSITOS SA
385663844,cashless,REVOLUT PAYMENTS UAB
385673844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385683844,cashless,REVOLUT LTD
64041344,cashless,
385693844,cashless,BANCO SANTANDER TOTTA S.A.
64051344,cashless,
385703844,cashless,CAIXA GERAL DE DEPOSITOS SA
385713844,cashless,NOVO BANCO S.A.
385723844,cashless,REVOLUT LTD
385733844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385743844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385753844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
385763844,cashless,REVOLUT LTD
385773844,cashless,MONTEPIO GERAL - CAIXA ECONOMI
385783844,cashless,CAISSE FEDERALE DE CREDIT MUTUEL
385793844,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
385803844,cashless,REVOLUT PAYMENTS UAB
385813844,cashless,UNICRE - INSTITUICAO FINANCEIRA DE CREDITO S.A.
64061344,cashless,"METABANK, NATIONAL ASSOCIATION"
385823844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
64071344,cashless,
385833844,cashless,ABANCA CORPORACION BANCARIA S.A
385843844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385853844,cashless,NOVO BANCO S.A.
385863844,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
64081344,cash,
385873844,cashless,BANCO COMERCIAL PORTUGUES S.A.
385883844,cashless,NOVO BANCO DOS ACORES
385893844,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385903844,cashless,BANCO COOPERATIVO ESPANOL S.A.
385913844,cashless,CREDIT AGRICOLE S.A.
385923845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385933845,cashless,BANCO SANTANDER TOTTA S.A.
385943845,cashless,NOVO BANCO S.A.
385953845,cashless,BANCO COMERCIAL PORTUGUES S.A.
385963845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
385973845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
385983845,cashless,TRANSFERWISE LTD
385993845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
386003845,cashless,BANKINTER S.A.
64091345,cashless,
64101345,cashless,
386013845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386023845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
386033845,cashless,WIZINK BANK S.A
386043845,cashless,BANCO DE CREDITO DE BOLIVIA S.A.
386053845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386063845,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
386073845,cashless,NOVO BANCO S.A.
386083845,cashless,BANCO SANTANDER TOTTA S.A.
386093845,cashless,BANCO CTT S.A.
64111345,cash,
386103845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386113845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
386123845,cashless,BANCO SANTANDER TOTTA S.A.
64121345,cash,
386133845,cashless,BANCO SANTANDER TOTTA S.A.
386143845,cashless,UNICRE - INSTITUICAO FINANCEIRA DE CREDITO S.A.
386153845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386163845,cashless,CAIXA GERAL DE DEPOSITOS SA
386173845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386183845,cashless,BANCO SANTANDER TOTTA S.A.
386193845,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
386203845,cashless,BPCE
386213845,cashless,CAIXA GERAL DE DEPOSITOS SA
386223845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386233845,cashless,CAIXABANK S.A.
386243845,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
386253845,cashless,N26 GMBH
386263845,cashless,BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA)
386273845,cashless,REVOLUT PAYMENTS UAB
386283845,cashless,CAIXABANK S.A.
386293845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386303845,cashless,REVOLUT LTD
386313845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
64131345,cashless,
386323845,cashless,BANCO CTT S.A.
386333845,cashless,CAIXA GERAL DE DEPOSITOS SA
386343845,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
64141345,cash,
386353845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386363845,cashless,BANCO SANTANDER S.A.
386373845,cashless,NOVO BANCO S.A.
386383845,cashless,REVOLUT PAYMENTS UAB
386393845,cashless,CAIXABANK S.A.
386403845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386413845,cashless,CAIXA CENTRAL DE CREDITO AGRIC
386423845,cashless,BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA)
386433845,cashless,MONTEPIO GERAL - CAIXA ECONOMI
386443845,cashless,CAIXA CENTRAL DE CREDITO AGRIC
386453845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
386463845,cashless,"SFS -FINANCIAL SERVICES, IME,"
386473845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
64151345,cashless,
386483845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386493845,cashless,BANCO SANTANDER TOTTA S.A.
386503845,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
386513845,cashless,NOVO BANCO S.A.
386523845,cashless,CAIXA CENTRAL DE CREDITO AGRIC
386533845,cashless,CAIXA CENTRAL DE CREDITO AGRIC
386543845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
386553845,cashless,REVOLUT PAYMENTS UAB
386563845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386573845,cashless,CREDIT MUTUEL ARKEA
386583845,cashless,N26 GMBH
386593845,cashless,CAIXA GERAL DE DEPOSITOS SA
386603845,cashless,"SFS -FINANCIAL SERVICES, IME,"
386613845,cashless,BANCO COMERCIAL PORTUGUES S.A.
64161345,cashless,
386623845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
386633845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
386643845,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
64171345,cashless,
386653845,cashless,REVOLUT LTD
386663845,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
64181345,cashless,
386673845,cashless,BANCO SANTANDER TOTTA S.A.
386683845,cashless,BANKINTER S.A.
386693845,cashless,CAIXA CENTRAL DE CREDITO AGRIC
386703845,cashless,REVOLUT PAYMENTS UAB
386713845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386723845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
386733845,cashless,CAIXA GERAL DE DEPOSITOS SA
386743845,cashless,REVOLUT LTD
386753845,cashless,WIZINK BANK S.A
386763845,cashless,REVOLUT LTD
386773845,cashless,BANCO SANTANDER TOTTA S.A.
386783845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386793845,cashless,BANCO SANTANDER TOTTA S.A.
386803845,cashless,BANCO SANTANDER TOTTA S.A.
386813845,cashless,BANCO SANTANDER TOTTA S.A.
386823845,cashless,NOVO BANCO S.A.
386833845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386843845,cashless,BANCO BEST
386853845,cashless,CAIXA GERAL DE DEPOSITOS SA
386863845,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
386873845,cashless,CAIXA GERAL DE DEPOSITOS SA
386883845,cashless,
386893845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386903845,cashless,REVOLUT PAYMENTS UAB
386913845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
386923845,cashless,CAIXA GERAL DE DEPOSITOS SA
386933845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
386943845,cashless,REVOLUT LTD
386953845,cashless,BANCO COMERCIAL PORTUGUES S.A.
386963845,cashless,"BANK OF AMERICA, NATIONAL ASSO"
386973845,cashless,CAIXA CENTRAL DE CREDITO AGRIC
386983845,cashless,BANKINTER S.A.
386993845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
387003845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
387013845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387023845,cashless,NOVO BANCO S.A.
387033845,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
387043845,cashless,BANCO SANTANDER TOTTA S.A.
387053845,cashless,BANCO SANTANDER TOTTA S.A.
387063845,cashless,CAIXA GERAL DE DEPOSITOS SA
64191345,cash,
387073845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
387083845,cashless,NOVO BANCO S.A.
387093845,cashless,CAIXABANK PAYMENTS & CONSUMER E.F.C. E.P. S.A.U.
387103845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387113845,cashless,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO C.R.L.
387123845,cashless,BANKINTER S.A.
387133845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387143845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387153845,cashless,BANCO SANTANDER TOTTA S.A.
387163845,cashless,BANKINTER S.A.
387173845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387183845,cashless,BANCO SANTANDER TOTTA S.A.
387193845,cashless,CAIXA GERAL DE DEPOSITOS SA
387203845,cashless,
387213845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
64201345,cashless,
387223845,cashless,REVOLUT LTD
387233845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387243845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
387253845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387263845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
387273845,cashless,NOVO BANCO S.A.
387283845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387293845,cashless,CAIXA ECONOMICA MONTEPIO GERAL
387303845,cashless,
387313845,cashless,BUNQ B.V.
387323845,cashless,BANCO SANTANDER TOTTA S.A.
387333845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387343845,cashless,BANQUE FEDERATIVE DU CREDIT MU
387353845,cashless,BANCO SANTANDER TOTTA S.A.
387363845,cashless,CAIXA GERAL DE DEPOSITOS SA
64211345,cash,
387373845,cashless,CAIXA GERAL DE DEPOSITOS SA
387383845,cashless,TRANSFERWISE LTD
64221345,cash,
387393845,cashless,BANCO COMERCIAL PORTUGUES S.A.
387403845,cashless,CAIXA GERAL DE DEPOSITOS S.A.
387413845,cashless,REVOLUT LTD
387423845,cashless,BANCO SANTANDER TOTTA S.A.
64231345,cash,
